movie_id,title_ko,title_en,online_open,theater_open,lifetime_vod,first_year_vod,first_year_note,peak_share,n_years
FS20148555,수호지-강호의 장청,Mengzhou Gangster,2014-04-17,,1758,1758,partial(<12mo data),0.43,1
FS20191081,어린 엄마 3,,2019-05-29,2019-05-30,1758,1758,partial(<12mo data),0.586,1
FS20184906,인시디어스: 더 하우스,It Watches,2020-06-03,2018-12-17,1758,1292,,0.428,2
FS20210731,달콤한 새엄마의 입술사랑,,,,1758,1758,,0.951,1
FS20090083,언데드,The Unborn,2012-10-14,2009-02-26,1757,374,,0.305,3
FS20128694,가족의 나라,Our Homeland,2013-03-07,,1757,1351,,0.286,2
FS20192387,꽉찬 느낌이 좋은 새엄마,Secret relationship with mother-in-law. Invited by the appeal of raw skin. 2,2020-01-03,,1757,1000,,0.279,2
FS20228992,울브스 오브 워,Wolves of War,2023-01-19,2023-01-26,1757,1347,,0.235,2
FS20080331,도레미파솔라시도,Doremipasolrasido,2008-04-03,,1756,0,,0.076,3
FS20182047,초능력자 2018 : 염력,Zenitram,2018-09-20,2018-06-14,1756,1147,partial(<12mo data),0.312,1
FS20172202,친구부부 : 욕망의 스와핑 무삭제,,2023-04-24,2017-09-07,1756,1617,,0.138,2
FS20135108,코드 37,Code 37,,,1755,1174,,0.215,2
FS20010134,일곱가지 유혹,Bedazzled,2016-03-29,2001-02-23,1755,682,,0.332,2
FS20217252,욕정의 며느리 3 무삭제판,Hitodzuma wa seppun ni ochiru yurusa re renu gifu to no kuchidzuke,,,1755,1183,,0.199,2
FS20258326,굿 보이,GoodBoy,2025-10-22,,1755,1755,,0.454,2
FS20078503,컨뎀드,The Condemned,2020-06-29,,1754,1698,partial(<12mo data),0.749,2
FS20000047,대학로에서 매춘하다가 토막살해당한 여고생 아직 대학로에 있다,Teenage Hooker Become Killing Machine,2000-12-30,,1753,0,,0.259,2
FS20148773,브레이킹 더 걸,Breaking the Girls,2021-11-19,,1753,0,partial(<12mo data),0.525,1
FS20159507,세컨 찬스,A Second Chance,2015-06-11,,1753,1753,partial(<12mo data),0.587,1
FS20172122,내 아내와 결혼해 주세요,Will You Marry My Wife?,2017-05-18,,1753,1753,partial(<12mo data),0.343,1
FS20189881,블러드 골드: 트레저 헌터,"BLOOD, SAND & GOLD",2018-02-02,,1753,1753,partial(<12mo data),0.574,1
FS20210578,색다른 그녀,,2021-10-14,,1753,666,,0.096,4
FS2024A029,작전명: 골드런,Gold Run,,,1753,1730,,0.519,2
FS20143902,작전명: 제트스톰,Z-Storm,,,1752,1744,,0.372,2
FS20150474,렉시의 행복 레시피,Relative Happiness,2016-06-03,,1752,434,,0.399,1
FS20179689,천하제일검,Master of Poison,2017-02-23,,1752,1752,partial(<12mo data),0.315,1
FS20178025,흠뻑 젖은 아내,Kegareta Kuchibiru,2017-07-06,,1752,0,,0.756,1
FS20224268,아메리칸 저스티스,American Siege,2022-03-31,2022-04-07,1752,1752,partial(<12mo data),0.459,1
FS20231690,매일 핥으며 남편 빚 갚는 아내,,,,1752,361,,0.726,2
FS20231416,차이콥스키의 아내,Tchaikovsky's Wife,2024-05-01,,1752,1639,,0.487,2
FS20235838,악은 존재하지 않는다,Evil Does Not Exist,2024-03-27,,1752,1505,,0.188,2
FS2010A383,팬던트_HDV,,,,1751,1194,,0.17,2
FS20134644,섹스의 저편: 남자 AV 배우의 삶,The Other Side of The SEX,,,1751,1698,,0.366,2
FS20030105,젠틀맨 리그,The League of Extraordinary Gentlemen,2016-03-21,2003-08-14,1751,1700,partial(<12mo data),0.373,1
FS20188161,후배부부와 교환섹스-무삭제,,2019-01-02,2018-08-03,1751,0,partial(<12mo data),0.812,1
FS20171458,시아버지의 쾌락,Fushidarana-musukono-yome,2017-09-07,,1751,0,,0.209,3
FS20247612,시아버지에게 중독된 며느리 4,,2026-04-13,,1751,161,partial(<12mo data),0.216,3
FS2025A892,스파이 vs 스파이,Operation: Raqqa,,,1751,1751,,0.477,2
FS19950262,나이트 워치,Night Watch,1995-08-12,,1750,0,,0.379,2
FS20203387,정말 장모님이세요?,,,,1750,881,,0.184,3
FS20232446,와일드캣,Wildcat,2023-07-03,2023-07-06,1750,1750,partial(<12mo data),0.492,1
FS20136207,돌핀 테일,Dolphin Tale,,,1749,98,,0.287,3
FS20130741,얼짱녀 어부,Bijinsugiru Ryoshi,2013-08-28,,1749,1679,,0.337,2
FS20211413,몬스타엑스 : 더 드리밍,MONSTA X : THE DREAMING,2022-01-06,2021-12-08,1749,1444,,0.252,2
FS20183769,논-픽션,Doubles Vies,2019-05-16,,1748,1748,partial(<12mo data),0.335,1
FS20204104,성인샵 알바생 : 직접 체험 해주는 그녀들,,2021-06-08,,1748,1607,partial(<12mo data),0.781,1
FS20212214,아메리칸 시카리오: 데이 오브 블러드,American Sicario,2021-12-31,,1748,1737,,0.521,1
FS20192522,슈퍼 레이스,RACETIME,2020-07-23,,1747,1747,partial(<12mo data),0.669,1
FS20202453,쾌락터진 치한전철,,,,1747,1273,,0.243,2
FS20216500,돌아오지 못하는 아내,,,,1747,1340,,0.196,2
FS19820012,애마부인,The Ae-Ma Woman,2021-04-01,1982-02-06,1747,1082,,0.196,3
FS20070555,골든 에이지,The Golden Age,2007-11-22,,1747,0,,0.149,4
FS20252396,오로지 강인한 남자가 좋다는 친구엄마,,2026-05-18,,1747,1723,partial(<12mo data),0.736,1
FS19970017,야생동물보호구역,Wild Animals,1997-10-25,,1746,0,,0.151,2
FS20191797,황비홍 – 전설의 묵룡도를 찾아서,The King is Invincible,,,1746,1746,,0.524,1
FS20202850,외설마사지 고삐풀린아내,Waisetsu massaji otto no shiranai tsuma no himitsu,2020-12-08,,1746,1082,,0.23,2
FS20200322,레드,Shape of Red,,,1746,1448,,0.122,2
FS20235626,엄마 친구들 4,,2024-01-08,2024-01-06,1746,1495,,0.235,2
FS20219764,코만도 인 런던,,2021-08-24,,1745,1745,partial(<12mo data),0.842,1
FS20223600,디펜스 이즈 폴른,Battle of Defense 2,2022-02-10,,1745,1745,partial(<12mo data),0.348,1
FS2025A221,남자의 일생,Her Granddaughter,,,1745,1745,partial(<12mo data),0.819,1
FS20245560,이모가 끝까지 세워줬다,SYUKUMONO KYOKUJYO-07,2024-10-31,,1745,1164,,0.395,2
FS20070103,리핑 10개의 재앙,The Reaping,2007-04-19,,1744,0,,0.136,2
FS20183506,아내의 엄마 2 무삭제,,2019-04-05,2019-04-04,1744,1744,partial(<12mo data),0.385,1
FS20185419,누나 친구 3 무삭제,,2019-09-11,,1744,649,,0.218,2
FS20249673,도뷔시,DOVBUSH,2024-05-23,,1744,1744,partial(<12mo data),0.551,1
FS20175204,아메리칸 패스토럴,American Pastoral,2017-05-25,,1743,1743,partial(<12mo data),0.577,1
FS20219261,엄친딸 : 2대 1 사랑 나누기,,2021-08-13,2021-08-22,1742,1742,partial(<12mo data),0.569,1
FS20119721,황당한 외계인: 폴,Paul,2011-04-07,,1741,150,,0.35,2
FS20060278,DOA,Doa: Dead Or Alive,2016-03-29,2006-10-19,1740,0,partial(<12mo data),0.078,4
FS20176421,속사정,,2017-05-10,2017-05-18,1740,1631,partial(<12mo data),0.463,1
FS20181563,파리 오페라,The Paris Opera,2018-05-17,,1740,1740,partial(<12mo data),0.387,1
FS20018152,샬롯트 그레이,Charlotte Gray,2021-04-19,,1740,1740,partial(<12mo data),0.353,1
FS20224560,머메이드 다운,Mermaid Down,2022-08-31,,1740,1740,partial(<12mo data),0.482,1
FS20030007,상하이 나이츠,Shanghai Knights,2003-02-14,,1739,0,,0.087,4
FS20149595,헬베이비,Hell Baby,,,1738,1550,,0.491,2
FS20158822,설행_눈길을 걷다,Snow Paths,2016-03-17,2016-03-03,1738,1738,partial(<12mo data),0.498,1
FS20187471,장모학개론-무삭제,,2018-07-06,,1738,1738,partial(<12mo data),0.397,1
FS20193163,욕정의 며느리,JOKYOSHITA GIFUTO DAIZAICYUNO MIKKAKAN,2019-07-04,,1738,1738,partial(<12mo data),0.46,1
FS20223583,벨파스트,Belfast,2022-04-05,2022-03-23,1737,1263,,0.166,3
FS20158082,투캅스 인 파리,On the Other Side of the Tracks,2015-03-26,,1736,1736,partial(<12mo data),0.592,1
FS20208888,귀목요괴-화신술,War of Fantasy,2020-12-17,,1736,1727,,0.408,1
FS20058052,내 생애 최고의 경기,The Greatest Game Ever Played,,,1736,726,,0.183,4
FS20248734,엄마 친구들 4 무삭제,,,,1736,1393,,0.279,3
FS20159424,키스 오브 뱀파이어,Kiss of the Damned,,,1735,1735,partial(<12mo data),0.418,1
FS20219055,블러드 앤 머니,Blood and money,2021-07-19,,1735,1735,partial(<12mo data),0.513,1
FS2024A641,기문둔갑: 고묘의 전설,Coffin Mountain Ancient Tomb,,,1734,1734,partial(<12mo data),0.468,1
FS2024A285,악인들: 범죄구역,The Grey Men,,,1734,1734,,0.576,1
FS2026A086,언니 분노폭발 무삭제특별판,,,,1734,1734,partial(<12mo data),0.417,1
FS20100319,러브 인 샌프란시스코,Mistress Of Spices,2010-06-24,,1733,0,,0.063,3
FS20130957,웨스트 오브 멤피스: 법과 정의,West of Memphis,,,1733,1039,,0.405,2
FS20173323,스텝업: 브레이킹쓰루,Breaking Through,,,1733,1733,partial(<12mo data),0.47,1
FS20142716,맘스 나이트 아웃,Moms' Night Out,,,1732,1732,partial(<12mo data),0.398,1
FS19950264,구름 속의 산책,A Walk In The Clouds,1995-08-12,,1732,0,,0.327,2
FS20170794,장고 인 멜로디,Django,2018-03-01,,1732,1641,partial(<12mo data),0.223,1
FS20181684,개인교수 : 성적 올리기 무삭제,,2023-08-10,2018-11-28,1732,501,partial(<12mo data),0.145,2
FS20204225,출장 마사지 : 흥분한 여자들 2,,2020-05-14,,1732,1732,partial(<12mo data),0.31,1
FS20201426,욕정 마사지,Anata yurushite Namiki Toko,2020-07-01,,1732,1205,,0.188,2
FS20081649,낙타는 말했다,A Camel Doesn't Leave Desert,2009-11-13,,1731,0,,0.168,2
FS20175421,작은 엄마: 삼촌의 아내를 탐하다,,2017-04-26,,1731,1731,partial(<12mo data),0.505,1
FS20182990,아기곰 보보 구출 대작전,In the forest of HuckyBucky,2018-04-25,,1731,1731,partial(<12mo data),0.577,1
FS20199402,나의 노예가 되어주세요 2,Be My Master,2019-03-26,,1731,1731,partial(<12mo data),0.313,1
FS19920268,헬레이져 3,Hellraiser Ⅲ : Hell On Earth,1992-08-15,,1730,0,,0.282,2
FS20088600,이치,Ichi,,,1729,1153,,0.216,2
FS20100974,엉클 분미,Uncle Boonmee,2010-09-16,,1729,0,,0.542,2
FS20156401,코멧,Comet,2015-03-25,,1729,1729,partial(<12mo data),0.519,1
FS20144601,고양이 장례식,Cat Funeral,2015-01-15,,1729,1729,,0.32,1
FS20154707,미망인 : 돈을 받고 몸을 주다,The Servant : Sebastian,2015-08-30,,1729,994,,0.303,2
FS20158831,정사2015: 노인과 소녀,The Girl from Nowhere,,,1729,1729,,0.131,1
FS20182926,데드 스토리,Dead Story,2018-04-13,,1729,1694,partial(<12mo data),0.33,1
FS20190669,벨제부스,Belzebuth,,,1729,1729,partial(<12mo data),0.281,1
FS20181066,메가 샤크 어택,EMPIRE OF THE SHARKS,2018-11-04,,1729,1679,,0.233,1
FS20141401,쎄븐 플로어,7th FLOOR,2014-09-15,,1728,1623,,0.391,2
FS20030128,굿바이 레닌,Good Bye Lenin!,2003-10-24,,1728,0,,0.142,2
FS20182445,착한 엄마 2,,2018-10-16,2018-10-19,1728,1728,partial(<12mo data),0.878,1
FS20209768,하숙집 : 그녀들의 신음소리 2,,2021-02-22,2021-02-22,1726,1726,partial(<12mo data),0.455,1
FS20144363,강호용호문,Flaming Brothers,2019-07-23,,1725,0,partial(<12mo data),0.443,2
FS20226851,아내친구에게 당해버린 남편,,,,1725,1725,,0.505,1
FS20122221,앤젤스 셰어: 천사를 위한 위스키,The Angels’ Share,2013-05-16,,1724,1216,,0.229,2
FS20135701,본 이터,Bone Eater,,,1724,1724,,0.477,1
FS20192981,죽음을 거스른 사나이,Mystery of Muye: Jin Baozi,,,1724,1724,partial(<12mo data),0.499,1
FS20204861,에일리언 우주전쟁,Alien Expedition,2020-03-02,,1724,1724,partial(<12mo data),0.619,1
FS20207041,새아가,,2020-04-23,,1724,1724,partial(<12mo data),0.313,1
FS20139748,카나코의 백일몽,,,,1723,1353,,0.128,2
FS20162467,붕붕 달려라 깜이,Raven the Little Rascal - The Big Race,2016-03-24,,1723,1723,partial(<12mo data),0.375,1
FS20165928,시티 오브 데드,Darkest day,2016-12-23,,1723,1594,,0.281,2
FS2009B017,노예시장,,,,1723,1723,,0.165,1
FS19900068,1990년 자유부인,Liberated Madame 1990,1990-11-24,,1723,0,,0.134,3
FS20217427,메모리: 조작살인,Memory,2021-12-23,2021-12-29,1723,1689,,0.424,1
FS20223974,온 가족 돌려먹기,,2022-05-31,2022-05-27,1723,821,,0.297,2
FS20140014,그녀의 은밀한 장난감,Omocha,,,1722,1401,,0.199,2
FS20168842,위풍당당 질리 홉킨스,The Great Gilly Hopkins,2016-10-28,2016-10-26,1722,1628,,0.291,2
FS20202821,더 누드: 여인의 초상,The Nude,,,1722,954,,0.408,2
FS20244003,어프렌티스,The Apprentice,2024-10-23,,1722,1708,,0.659,2
FS20130888,검은 종마,The Black Stallion,,,1721,1447,,0.191,2
FS20196854,관전녀,,2019-10-10,2019-10-10,1721,1573,,0.643,1
FS20040690,2046,2046,2021-03-26,2004-10-15,1721,1195,,0.127,2
FS20240541,언더더씨: 마법 산호초를 찾아서,Shorty and The Legend of the enchanted reef,2024-06-27,,1721,1603,,0.453,2
FS19860068,우뢰매 : 외계에서 온 우뢰매,Wuroi-Mae From Outer Space,1986-10-18,,1720,0,,0.138,2
FS20133146,프론트,The Front,,,1719,1567,,0.346,2
FS20204270,막장자매 클라쓰,,2021-01-13,2020-12-30,1719,1031,,0.279,2
FS20224119,초대받은 배달부 2,,2022-03-18,2022-03-08,1719,1719,partial(<12mo data),0.445,1
FS20151001,파라노말 다이어리 : 클롭힐,The Paranormal Diaries: Clophill,2015-06-11,,1717,1717,partial(<12mo data),0.731,1
FS20211483,적인걸 : 천랑족의 비밀,The Brocade Mouse Royal Cat Nine Deep Blood Wolf,2021-11-05,,1717,1662,,0.285,2
FS20137321,쓰리,Three,,,1716,1389,,0.204,2
FS20183187,러브 에버라스팅,Love Everlasting,,,1716,1716,partial(<12mo data),0.455,1
FS20177043,탱크: 독일전차군단을 격파하라,There was the war,2017-08-16,2017-08-07,1715,1715,partial(<12mo data),0.487,1
FS20224594,헤이팅 게임,The Hating Game,,,1715,1136,,0.121,3
FS2024A041,황제의 검2,Azure Dragon Sword,,,1715,1715,partial(<12mo data),0.491,1
FS19978498,트럭,Trucks,2014-01-16,,1715,0,,0.191,3
FS20148764,어떤 마술의 금서목록 극장판-엔듀미온의 기적,,,,1714,1714,partial(<12mo data),0.481,1
FS20141611,들꽃,Wild Flowers,2015-11-05,,1714,1622,,0.259,2
FS20217408,별장하녀들,,2021-06-17,2021-05-21,1714,1590,partial(<12mo data),0.344,1
FS20210032,이스트 워,The East,2021-09-15,2021-09-17,1713,1666,,0.418,2
FS2023C746,시카리오: 게임오브카르텔,Safehouse,,,1713,1619,,0.498,2
FS20162814,여변호사 - 굴욕법정,Lawyer woman disgrace court,2016-04-13,,1712,1255,partial(<12mo data),0.328,1
FS19698021,협녀,A Touch of Zen,2020-03-17,,1712,1651,partial(<12mo data),0.398,1
FS19930046,애마부인 9,Madame Aema 9,2020-09-16,1993-11-06,1712,0,,0.045,5
FS20196607,친구의 새엄마,,2020-10-22,,1711,249,partial(<12mo data),0.636,1
FS20228162,온몸으로 설계하는 D컵 보험왕,,2022-10-26,2022-10-26,1711,1248,,0.206,3
FS20235254,브루스 윌리스의 라스트 미션: 데이 투 다이,White Elephant,2023-11-15,,1711,1696,,0.309,2
FS20138181,아이 오브 더 스톰,The Eye of the Storm,2019-08-30,2013-06-15,1710,0,partial(<12mo data),0.355,2
FS20158515,조금 더운 여름밤-불륜,Mother of the friend. Heat pot to wrap up,2015-04-01,,1710,1262,,0.26,2
FS20183129,애연,,2018-06-28,,1710,1437,,0.257,2
FS20143261,해적왕의 황금나침반,Funf Freunde 3,2014-11-27,,1707,1668,,0.555,2
FS20136420,추즈,Choose,,,1706,1650,,0.197,2
FS20209370,킹덤 오브 헤븐: 디렉터스 컷,Kingdom Of Heaven: Director’s Cut,2015-12-07,2020-11-11,1706,0,,0.635,1
FS20224708,매력적인 큰 엄마,,2022-04-28,2022-04-30,1706,1706,partial(<12mo data),0.39,1
FS20225153,2대 1 첫경험,,2022-06-08,2022-05-30,1706,1706,partial(<12mo data),0.376,1
FS20000150,로미오 머스트 다이,Romeo Must Die,2000-04-29,,1705,0,,0.124,2
FS20225662,에일리언 프레데터 워,Alien Predator War,2022-10-11,,1705,1669,,0.344,2
FS20230984,간신의 피,The Blood of Desire,2024-01-04,2024-01-03,1705,1705,,0.524,1
FS20171042,불륜의 후예 무삭제판,,2017-02-09,,1704,1704,partial(<12mo data),0.241,1
FS20191861,1918: 크루티 대전투,Kruty 1918,,,1704,1704,partial(<12mo data),0.318,1
FS20205157,용감한 토끼 당당이,Brave Rabbit 2-Crazy Circus,2020-12-17,,1703,1698,,0.528,1
FS20205193,순수한 동네 여동생,Summer will come again,2020-02-11,,1703,6,,0.359,3
FS20193455,옆집부인과 달콤한 혼욕,Fufugenka-de Iede-shitekita Tonari-no Okusan,2020-02-01,,1701,1701,partial(<12mo data),0.45,1
FS20196650,유부녀의 참을 수 없는 욕정,Gikeinosoakaranigerarenai,2019-01-25,,1701,0,,0.499,1
FS20255206,아내의 엉덩이라 착각했지만 안될이유가 없다는 장모님,,2025-07-28,,1701,1686,,0.315,2
FS20137309,스피드 엔젤,Speed Angels,,,1700,1700,,0.521,1
FS20197985,엄마 애인 2,,2019-03-21,2019-03-14,1700,1700,partial(<12mo data),0.252,1
FS20207483,젊은 모녀,,2020-09-10,,1700,1386,,0.239,2
FS2023C961,호위대,Piercing Heart Sword,2023-03-17,,1700,1700,partial(<12mo data),0.298,1
FS19890116,특경도룡,Tiger Cage,1989-03-01,,1699,0,,0.166,2
FS20140644,짜릿한 폰섹스 컴퍼니,Sweet Talk,,,1699,942,,0.358,3
FS20190001,트와일라잇 조디악,Abduction,,,1699,1699,partial(<12mo data),0.383,1
FS20249397,치한전철 너의 손가락을 싫어하면서도 느끼는 내가 미워,,,,1699,449,,0.261,3
FS20100334,레퓨지,The Refuge,2010-07-15,,1698,0,,0.297,3
FS20249056,언젠가 너와 다시 사랑을 말할 거야,Someday We′ll Tell Each Other Everything,,,1698,1487,,0.19,2
FS20252797,프리 폴,Free Fall,2025-05-21,,1698,1698,partial(<12mo data),0.659,1
FS20112383,부기맨 3,Boogeyman 3,2011-09-01,,1697,829,,0.094,2
FS20080878,알이씨(Rec),Rec,2008-07-10,,1697,0,,0.252,3
FS20195009,연애 : 아빠친구,,2020-10-20,,1697,500,partial(<12mo data),0.32,1
FS20203631,숫처녀길들이기,,2020-08-14,,1697,894,,0.328,2
FS20225337,더 독: 무법도시,7 Limit Kills,2022-06-08,,1697,1697,partial(<12mo data),0.417,1
FS20123281,퍼즐러브,Puzzled Love,,,1696,1662,,0.336,2
FS20159890,치한전차: 음란한 퇴근길,Undercover Work,2015-12-22,,1696,1581,,0.317,1
FS20173548,친구엄마 : 그녀의 밤기술,,2017-09-19,,1696,1316,,0.247,1
FS20185927,당대명포-무림고수 대결전,Devil in Tang Dynasty 3,2018-07-19,,1696,1696,partial(<12mo data),0.294,1
FS20195708,10 바이 10,10x10,2019-01-03,,1695,1695,,0.527,1
FS20225226,제미나이: 지구 최후의 날,Project Gemini,2022-06-02,2022-06-09,1695,1695,partial(<12mo data),0.494,1
FS20191049,형수의 성교육,,2020-03-26,,1694,1209,,0.181,2
FS20218953,손오공5 : 대신후,Great God Monkey 3,2021-07-09,,1694,1694,partial(<12mo data),0.586,1
FS20219225,전복 따는 시아버지1,,2025-08-20,,1694,0,partial(<12mo data),0.224,2
FS20100365,하얀리본,The White Ribbon,2020-02-19,2010-07-01,1693,1551,partial(<12mo data),0.402,2
FS20156669,도프,Dope,,,1693,729,,0.439,2
FS20163303,천하무림장사: 석용,Death Wrestle,2017-05-11,,1693,1693,partial(<12mo data),0.478,1
FS20186070,거유 새댁의 불륜,,2018-07-11,,1693,1693,partial(<12mo data),0.4,1
FS2023C725,비밀병기 혼,THE GREAT HEROS OF CANNON,,,1693,1691,,0.501,2
FS20058053,리틀 맨하탄,Little Manhattan,2018-06-27,,1691,1579,partial(<12mo data),0.571,1
FS20223724,몸으로 대출 갚는 유부녀,,2022-02-07,2022-02-08,1691,1688,partial(<12mo data),0.202,1
FS20143315,테레즈 데케루,Therese Desqueyroux,2014-12-04,,1690,1194,,0.259,3
FS20158045,키스 미 어게인,Kiss Me Again,2015-06-11,,1690,535,,0.212,2
FS20184323,남편 앞에서 당하는 아내2,Shiiku sareru Furin Onna,2018-04-30,,1690,1690,partial(<12mo data),0.462,1
FS20210388,당신얼굴 앞에서,IN FRONT OF YOUR FACE,2021-11-29,2021-10-21,1690,1610,,0.327,1
FS2024A023,S 파트너 파트2: 판타지,,,,1690,1175,,0.102,3
FS19960135,스트레인저,Never Talk To Strangers,1996-04-13,,1689,0,,0.619,1
FS20000152,바스켓볼 다이어리,Basketball Diaries,2012-12-25,2000-04-29,1689,0,,0.105,2
FS20000177,박쥐,Bats,2012-10-14,2000-06-03,1689,0,,0.219,2
FS20249534,분노의 강,The River of Wrath,2024-05-29,,1689,1689,partial(<12mo data),0.605,1
FS2024A661,캠걸 : 키티 K7,Kitty K7,,,1689,440,,0.708,2
FS20080950,라벤더의 연인들,Ladies In Lavender,2008-07-03,,1688,0,,0.073,2
FS19880074,호호전,The Story Of Ho-Ho,1988-12-03,,1688,0,,0.325,1
FS20148239,사랑은 은반 위에 4: 파이어 앤 아이스,The Cutting Edge: Fire & Ice,,,1688,1688,,0.744,1
FS20187476,작은 엄마들,,2018-07-11,,1688,1688,partial(<12mo data),0.854,1
FS20068795,블랙 크리스마스,Black Christmas,,,1688,1688,partial(<12mo data),0.614,1
FS20207027,군달라: 슈퍼히어로의 탄생,Gundala,2020-09-14,,1688,1688,partial(<12mo data),0.592,1
FS20214889,로그시티,ROGUE CITY,2021-05-31,2021-02-11,1688,829,partial(<12mo data),0.371,1
FS20240761,빅샤크5: 80일간의 해저일주,Happy Little Submarine : Around the World in 80 Days,2024-07-11,,1688,1688,partial(<12mo data),0.549,1
FS20226366,땀에 젖은 새엄마,,2022-08-31,,1688,0,,0.775,1
FS20130784,라 당스,La Danse: The Paris Opera Ballet,2013-08-22,,1687,1611,,0.287,2
FS20145162,아메리칸 섹스 파티,LOLA'S LOVE SHACK,2014-12-30,,1687,1666,,0.532,1
FS2025A781,자객 섭은낭 : 절명살수,Nie Yinniang,,,1687,1687,partial(<12mo data),0.397,1
FS20256887,스무살 2: 못다 핀 꽃,,,,1687,1687,,0.264,2
FS20246340,꽝소시효,My friend is a MURDERER,,,1687,1687,partial(<12mo data),0.379,1
FS20134532,마드모아젤 C,Mademoiselle C,2014-01-02,,1686,1686,,0.526,1
FS2024A969,구르카 워리어,Gurkha Warrior,,,1686,1640,,0.265,2
FS20230325,씨 없는 남편 : 대신 낳아주세요,DAKIAXTUTA NIKUTAI,2023-02-27,,1686,5,,0.773,2
FS20124254,쿵푸닌자,Chinese Heroes,,,1685,1217,,0.129,2
FS20151583,트리하우스,Treehouse,2015-06-25,,1685,1685,partial(<12mo data),0.423,1
FS20217788,드림 스캐너,Come True,2021-04-29,,1685,1685,partial(<12mo data),0.629,1
FS20215982,잘빠진 과외선생,,2021-02-25,2021-02-19,1685,1685,partial(<12mo data),0.383,1
FS20134043,샬레이 걸,Chalet Girl,,,1684,1684,,0.342,1
FS20209246,리멤버 미,True North,2022-07-06,2022-06-29,1684,1530,,0.35,2
FS20218644,부동산 실장님은 단백질 도둑녀,The Royal Estate Lady,2021-06-29,,1684,1,,0.502,2
